movieId,movie_title,movie_genres,imdbId,tmdbId
1076,"Innocents, The (1961)",Drama|Horror|Thriller,55018,16372.0
1077,Sleeper (1973),Comedy|Sci-Fi,70707,11561.0
1078,Bananas (1971),Comedy|War,66808,11302.0
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,95159,623.0
1080,Monty Python's Life of Brian (1979),Comedy,79470,583.0
1081,Victor/Victoria (1982),Comedy|Musical|Romance,84865,12614.0
1082,"Candidate, The (1972)",Drama,68334,21711.0
1083,"Great Race, The (1965)",Comedy|Musical,59243,11575.0
1084,Bonnie and Clyde (1967),Crime|Drama,61418,475.0
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,52027,11331.0
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,46912,521.0
1087,Madame Butterfly (1995),Musical,113731,21202.0
1088,Dirty Dancing (1987),Drama|Musical|Romance,92890,88.0
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500.0
1090,Platoon (1986),Drama|War,91763,792.0
1091,Weekend at Bernie's (1989),Comedy,98627,8491.0
1092,Basic Instinct (1992),Crime|Mystery|Thriller,103772,402.0
1093,"Doors, The (1991)",Drama,101761,10537.0
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,104036,11386.0
1095,Glengarry Glen Ross (1992),Drama,104348,9504.0
1096,Sophie's Choice (1982),Drama,84707,15764.0
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866,601.0
1098,"Search for One-eye Jimmy, The (1996)",Comedy,117577,67365.0
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,29992,25842.0
1100,Days of Thunder (1990),Action|Drama|Romance,99371,2119.0
1101,Top Gun (1986),Action|Romance,92099,744.0
1102,American Strays (1996),Action,115531,136311.0
1103,Rebel Without a Cause (1955),Drama,48545,221.0
1104,"Streetcar Named Desire, A (1951)",Drama,44081,702.0
1105,Children of the Corn IV: The Gathering (1996),Horror,115885,25750.0
1106,"Leopard Son, The (1996)",Documentary,116859,17642.0
1109,Charm's Incidents (Charms Zwischenfälle) (1996),Drama,115870,427043.0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,117040,9305.0
1112,Palookaville (1996),Action|Comedy|Drama,117284,37616.0
1113,"Associate, The (1996)",Comedy,115580,11112.0
1114,"Funeral, The (1996)",Crime|Drama,116378,21612.0
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,113057,102461.0
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,116581,36998.0
1119,Drunks (1995),Drama,112907,116844.0
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,117318,1630.0
1121,Glory Daze (1995),Drama,116422,26626.0
1122,Plutonium Circus (1995),Documentary,114147,470646.0
1123,"Perfect Candidate, A (1996)",Documentary,117320,124837.0
1124,On Golden Pond (1981),Drama,82846,11816.0
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,72081,11843.0
1126,Drop Dead Fred (1991),Comedy|Fantasy,101775,10379.0
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,96754,2756.0
1128,"Fog, The (1980)",Horror,80749,790.0
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,82340,1103.0
1130,"Howling, The (1980)",Horror|Mystery,82533,11298.0
1131,Jean de Florette (1986),Drama|Mystery,91288,4480.0
1132,Manon of the Spring (Manon des sources) (1986),Drama,91480,4481.0
1133,Talking About Sex (1994),Comedy|Drama,111357,575751.0
1134,Johnny 100 Pesos (Johnny cien pesos) (1993),Action|Drama,107274,49688.0
1135,Private Benjamin (1980),Comedy,81375,10765.0
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853,762.0
1139,Everything Relative (1996),Drama,116245,278621.0
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212,99479.0
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,117968,55049.0
1145,Snowriders (1996),Documentary,117677,79306.0
1147,When We Were Kings (1996),Documentary,118147,10548.0
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,108598,531.0
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama,110173,104931.0
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,84589,4483.0
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,109781,18919.0
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,40427,31556.0
1153,Raw Deal (1948),Film-Noir,40723,26167.0
1154,T-Men (1947),Film-Noir,39881,26174.0
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,34493,61461.0
1160,Six of a Kind (1934),Comedy,25799,127973.0
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,78875,659.0
1162,"Ruling Class, The (1972)",Comedy|Drama,69198,30892.0
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,60304,8074.0
1165,"Bloody Child, The (1996)",Drama|Thriller,115715,124676.0
1167,Dear God (1996),Comedy,116059,38554.0
1168,Bad Moon (1996),Action|Adventure|Horror,115610,49763.0
1169,American Dream (1990),Documentary,99028,41326.0
1171,Bob Roberts (1992),Comedy,103850,10608.0
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,95765,11216.0
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,97108,7452.0
1175,Delicatessen (1991),Comedy|Drama|Romance,101700,892.0
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,101765,1600.0
1177,Enchanted April (1992),Drama|Romance,101811,26561.0
1178,Paths of Glory (1957),Drama|War,50825,975.0
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703,18129.0
1180,Hear My Song (1991),Comedy,102014,54405.0
1181,"Shooter, The (1997)",Western,120121,150823.0
1183,"English Patient, The (1996)",Drama|Romance|War,116209,409.0
1184,Mediterraneo (1991),Comedy|Drama,102426,38251.0
1185,My Left Foot (1989),Drama,97937,10161.0
1186,"Sex, Lies, and Videotape (1989)",Drama,98724,1412.0
1187,Passion Fish (1992),Drama,105107,41768.0
1188,Strictly Ballroom (1992),Comedy|Romance,105488,10409.0
1189,"Thin Blue Line, The (1988)",Documentary,96257,14285.0
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,101026,2469.0
1191,Madonna: Truth or Dare (1991),Documentary|Musical,102370,10174.0
1192,Paris Is Burning (1990),Documentary,100332,31225.0
1193,One Flew Over the Cuckoo's Nest (1975),Drama,73486,510.0
1194,Cheech and Chong's Up in Smoke (1978),Comedy,78446,11455.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684,1891.0
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,93779,2493.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,82971,85.0
1199,Brazil (1985),Fantasy|Sci-Fi,88846,68.0
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90605,679.0
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,60196,429.0
1202,Withnail & I (1987),Comedy,94336,13446.0
1203,12 Angry Men (1957),Drama,50083,389.0
1204,Lawrence of Arabia (1962),Adventure|Drama|War,56172,947.0
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,66921,185.0
1207,To Kill a Mockingbird (1962),Drama,56592,595.0
1208,Apocalypse Now (1979),Action|Drama|War,78788,28.0
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,64116,335.0
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,86190,1892.0
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,93191,144.0
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,41959,1092.0
1213,Goodfellas (1990),Crime|Drama,99685,769.0
1214,Alien (1979),Horror|Sci-Fi,78748,348.0
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,106308,766.0
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,95250,175.0
1217,Ran (1985),Drama|War,89881,11645.0
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,97202,10835.0
1219,Psycho (1960),Crime|Horror,54215,539.0
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455,525.0
1221,"Godfather: Part II, The (1974)",Crime|Drama,71562,240.0
1222,Full Metal Jacket (1987),Drama|War,93058,600.0
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,104361,530.0
1224,Henry V (1989),Action|Drama|Romance|War,97499,10705.0
1225,Amadeus (1984),Drama,86879,279.0
1226,"Quiet Man, The (1952)",Drama|Romance,45061,3109.0
1227,Once Upon a Time in America (1984),Crime|Drama,87843,311.0
1228,Raging Bull (1980),Drama,81398,1578.0
1230,Annie Hall (1977),Comedy|Romance,75686,703.0
1231,"Right Stuff, The (1983)",Drama,86197,9549.0
1232,Stalker (1979),Drama|Mystery|Sci-Fi,79944,1398.0
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387.0
1234,"Sting, The (1973)",Comedy|Crime,70735,9277.0
1235,Harold and Maude (1971),Comedy|Drama|Romance,67185,343.0
1236,Trust (1990),Comedy|Drama|Romance,103130,37291.0
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976,490.0
1238,Local Hero (1983),Comedy,85859,11235.0
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,218.0
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,103873,763.0
1242,Glory (1989),Drama|War,97441,9665.0
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,100519,18971.0
1244,Manhattan (1979),Comedy|Drama|Romance,79522,696.0
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,100150,379.0
1246,Dead Poets Society (1989),Drama,97165,207.0
1247,"Graduate, The (1967)",Comedy|Drama|Romance,61722,37247.0
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311,1480.0
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,100263,9322.0
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212,826.0
1251,8 1/2 (8½) (1963),Drama|Fantasy,56801,422.0
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315,829.0
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,43456,828.0
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,40897,3090.0
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,92610,9964.0
1256,Duck Soup (1933),Comedy|Musical|War,23969,3063.0
1257,Better Off Dead... (1985),Comedy|Romance,88794,13667.0
1258,"Shining, The (1980)",Horror,81505,694.0
1259,Stand by Me (1986),Adventure|Drama,92005,235.0
1260,M (1931),Crime|Film-Noir|Thriller,22100,832.0
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,92991,765.0
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,57115,5925.0
1263,"Deer Hunter, The (1978)",Drama|War,77416,11778.0
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,82269,4485.0
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137.0
1266,Unforgiven (1992),Drama|Western,105695,33.0
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,56218,982.0
1268,Pump Up the Volume (1990),Comedy|Drama,100436,8428.0
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,212.0
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105.0
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,101921,1633.0
1272,Patton (1970),Drama|War,66206,11202.0
1273,Down by Law (1986),Comedy|Drama|Film-Noir,90967,1554.0
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,94625,149.0
1275,Highlander (1986),Action|Adventure|Fantasy,91203,8009.0
1276,Cool Hand Luke (1967),Drama,61512,903.0
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,99334,11673.0
1278,Young Frankenstein (1974),Comedy|Fantasy,72431,3034.0
1279,Night on Earth (1991),Comedy|Drama,102536,339.0
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,101640,10404.0
1281,"Great Dictator, The (1940)",Comedy|Drama|War,32553,914.0
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756.0
1283,High Noon (1952),Drama|Western,44706,288.0
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,38355,910.0
1285,Heathers (1989),Comedy,97493,2640.0
1286,Somewhere in Time (1980),Drama|Romance,81534,16633.0
1287,Ben-Hur (1959),Action|Adventure|Drama,52618,665.0
1288,This Is Spinal Tap (1984),Comedy,88258,11031.0
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,85809,11314.0
1290,Some Kind of Wonderful (1987),Drama|Romance,94006,15143.0
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89.0
1292,Being There (1979),Comedy|Drama,78841,10322.0
1293,Gandhi (1982),Drama,83987,783.0
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332,10644.0
1296,"Room with a View, A (1986)",Drama|Romance,91867,11257.0
1297,Real Genius (1985),Comedy,89886,14370.0
1298,Pink Floyd: The Wall (1982),Drama|Musical,84503,12104.0
1299,"Killing Fields, The (1984)",Drama|War,87553,625.0
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606,8816.0
1301,Forbidden Planet (1956),Drama|Sci-Fi,49223,830.0
1302,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323.0
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,73341,983.0
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642.0
1305,"Paris, Texas (1984)",Drama|Romance,87884,655.0
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,101458,10341.0
1307,When Harry Met Sally... (1989),Comedy|Romance,98635,639.0
1310,Hype! (1996),Documentary,116589,30180.0
1311,Santa with Muscles (1996),Comedy,117550,31388.0
1312,Female Perversions (1996),Drama,116293,41801.0
1314,Breathing Room (1996),Romance,115754,348138.0
1315,Paris Was a Woman (1995),Documentary,114093,96288.0
1317,I'm Not Rappaport (1996),Comedy,116601,61536.0
1318,Blue Juice (1995),Comedy|Drama,112537,18762.0
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,103644,8077.0
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,82010,814.0
1322,Amityville 1992: It's About Time (1992),Horror,103678,41671.0
1323,Amityville 3-D (1983),Horror,85159,27214.0
1324,Amityville: Dollhouse (1996),Horror,115535,52263.0
1325,Amityville: A New Generation (1993),Horror,106262,33519.0
1326,Amityville II: The Possession (1982),Horror,83550,16235.0
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767,11449.0
1328,"Amityville Curse, The (1990)",Horror,99030,41848.0
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,71233,25944.0
1330,April Fool's Day (1986),Horror,90655,24913.0
1331,Audrey Rose (1977),Horror,75704,49126.0
1332,"Believers, The (1987)",Horror|Thriller,92632,32076.0
1333,"Birds, The (1963)",Horror|Thriller,56869,571.0
1334,"Blob, The (1958)",Horror|Sci-Fi,51418,8851.0
1335,Blood Beach (1981),Horror|Mystery,82083,37843.0
1336,Body Parts (1991),Horror|Thriller,101492,32146.0
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,37549,30346.0
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,103874,6114.0
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,26138,229.0
1341,Burnt Offerings (1976),Horror,74258,13549.0
1342,Candyman (1992),Horror|Thriller,103919,9529.0
1343,Cape Fear (1991),Thriller,101540,1598.0
1344,Cape Fear (1962),Crime|Drama|Thriller,55824,11349.0
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,74285,7340.0
1346,Cat People (1982),Drama|Fantasy|Horror,83722,6217.0
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,87800,377.0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,13442,653.0
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,91651,28198.0
1350,"Omen, The (1976)",Horror|Mystery|Thriller,75005,794.0
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,115710,31640.0
1352,Albino Alligator (1996),Crime|Thriller,115495,8744.0
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,117057,25189.0
1354,Breaking the Waves (1996),Drama|Mystery,115751,145.0
1355,Nightwatch (1997),Horror|Thriller,119791,2212.0
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731,199.0
1357,Shine (1996),Drama|Romance,117631,7863.0
1358,Sling Blade (1996),Drama,117666,12498.0
1359,Jingle All the Way (1996),Children|Comedy,116705,9279.0
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,84116,53234.0
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,117293,17204.0
1363,"Preacher's Wife, The (1996)",Drama,117372,21539.0
1365,Ridicule (1996),Drama,117477,12709.0
1366,"Crucible, The (1996)",Drama,115988,20539.0
1367,101 Dalmatians (1996),Adventure|Children|Comedy,115433,11674.0
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,42354,199512.0
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,110171,64900.0
1370,Die Hard 2 (1990),Action|Adventure|Thriller,99423,1573.0
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945,152.0
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,102975,174.0
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,98382,172.0
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,84726,154.0
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,88170,157.0
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,92007,168.0
1377,Batman Returns (1992),Action|Crime,103776,364.0
1378,Young Guns (1988),Action|Comedy|Western,96487,11967.0
1379,Young Guns II (1990),Action|Western,100994,9086.0
1380,Grease (1978),Comedy|Musical|Romance,77631,621.0
1381,Grease 2 (1982),Comedy|Musical|Romance,84021,9037.0
1382,Marked for Death (1990),Action|Drama,100114,10173.0
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,115471,55687.0
1384,"Substance of Fire, The (1996)",Drama,117773,168535.0
1385,Under Siege (1992),Action|Drama|Thriller,105690,8845.0
1386,Terror in a Texas Town (1958),Western,52287,46681.0
1387,Jaws (1975),Action|Horror,73195,578.0
1388,Jaws 2 (1978),Horror|Thriller,77766,579.0
1389,Jaws 3-D (1983),Action|Horror,85750,17692.0
1390,My Fellow Americans (1996),Comedy,117119,17795.0
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,116996,75.0
1392,Citizen Ruth (1996),Comedy|Drama,115906,13891.0
1393,Jerry Maguire (1996),Drama|Romance,116695,9390.0
1394,Raising Arizona (1987),Comedy,93822,378.0
1395,Tin Men (1987),Comedy|Drama,94155,10896.0
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,105435,2322.0
1397,Bastard Out of Carolina (1996),Drama,115633,41240.0
1398,In Love and War (1996),Romance|War,116621,26949.0
1399,Marvin's Room (1996),Drama,116999,9819.0
1400,Somebody is Waiting (1996),Drama,117691,49799.0
1401,Ghosts of Mississippi (1996),Drama,116410,31908.0
1404,Night Falls on Manhattan (1996),Crime|Drama,119783,46027.0
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,115641,3179.0
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,112769,1802.0
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,117571,4232.0
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,104691,9361.0
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,117038,2928.0
1410,"Evening Star, The (1996)",Comedy|Drama,116240,30285.0
1411,Hamlet (1996),Crime|Drama|Romance,116477,10549.0
1412,Some Mother's Son (1996),Drama,117690,58102.0
1413,"Whole Wide World, The (1996)",Drama,118163,18451.0
1414,Mother (1996),Comedy,117091,27265.0
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,118100,49935.0
1416,Evita (1996),Drama|Musical,116250,8818.0
1417,"Portrait of a Lady, The (1996)",Drama,117364,36758.0
1419,Walkabout (1971),Adventure|Drama,67959,36040.0
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,117028,74239.0
1421,Grateful Dead (1995),Documentary,113212,
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,119731,9415.0
1423,Hearts and Minds (1996),Drama,116506,55146.0
1424,Inside (1996),Action,116640,303693.0
1425,Fierce Creatures (1997),Comedy,119115,12145.0
1426,Zeus and Roxanne (1997),Children,120550,42424.0
1427,Turbulence (1997),Action|Thriller,120390,34314.0
1428,Angel Baby (1995),Drama,112362,2892.0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,116704,9404.0
1430,Underworld (1996),Comedy|Thriller,120414,85242.0
1431,Beverly Hills Ninja (1997),Action|Comedy,118708,9622.0
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,119664,8860.0
1433,The Machine (1994),Horror|Sci-Fi|Thriller,110425,197537.0
1436,Falling in Love Again (1980),Comedy,80714,66597.0
1437,"Cement Garden, The (1993)",Drama,106535,14832.0
1438,Dante's Peak (1997),Action|Thriller,118928,9619.0
1440,Amos & Andrew (1993),Comedy,106266,31000.0
1441,Benny & Joon (1993),Comedy|Romance,106387,4104.0
1442,Prefontaine (1997),Drama,119937,26306.0
1445,McHale's Navy (1997),Comedy|War,119640,14908.0
1446,Kolya (Kolja) (1996),Comedy|Drama,116790,784.0
1447,Gridlock'd (1997),Crime,119225,12489.0
1449,Waiting for Guffman (1996),Comedy,118111,16448.0
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,116754,55936.0
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,118691,17894.0
1454,SubUrbia (1997),Comedy|Drama,120238,28059.0
1455,Hotel de Love (1996),Comedy|Romance,116565,58911.0
1456,"Pest, The (1997)",Comedy,119887,17949.0
1457,Fools Rush In (1997),Comedy|Drama|Romance,119141,1968.0
1458,Touch (1997),Drama|Fantasy|Romance,120357,61563.0
1459,Absolute Power (1997),Mystery|Thriller,118548,66.0
1460,That Darn Cat (1997),Children|Comedy|Mystery,120317,20735.0
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,120434,11419.0
1463,That Old Feeling (1997),Comedy|Romance,120318,25796.0
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,116922,638.0
1465,Rosewood (1997),Action|Drama,120036,25624.0
1466,Donnie Brasco (1997),Crime|Drama,119008,9366.0
1468,Booty Call (1997),Comedy|Romance,118750,21915.0
1470,Rhyme & Reason (1997),Documentary,120014,90928.0
1471,Boys Life 2 (1997),Drama,118762,50091.0
1472,City of Industry (1997),Crime|Thriller,118859,18420.0
1473,Best Men (1997),Action|Comedy|Crime|Drama,118702,19952.0
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,119432,9446.0
1475,Kama Sutra: A Tale of Love (1996),Romance,116743,28005.0
1476,Private Parts (1997),Comedy|Drama,119951,9403.0
1477,Love Jones (1997),Romance,119572,27322.0
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,120053,10003.0
1480,Smilla's Sense of Snow (1997),Drama|Thriller,120152,9311.0
1482,"Van, The (1996)",Comedy|Drama,118064,11844.0
1483,Crash (1996),Drama|Thriller,115964,884.0
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,116041,49806.0
1485,Liar Liar (1997),Comedy,119528,1624.0
1487,Selena (1997),Drama|Musical,120094,16052.0
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,118972,4477.0
1489,Cats Don't Dance (1997),Animation|Children|Musical,118829,24662.0
1490,B*A*P*S (1997),Comedy,118663,18423.0
1493,Love and Other Catastrophes (1996),Romance,116931,76996.0
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,120389,6499.0
1496,Anna Karenina (1997),Drama|Romance,118623,50512.0
1497,Double Team (1997),Action,119013,9405.0
1498,Inventing the Abbotts (1997),Drama|Romance,119381,12723.0
1499,Anaconda (1997),Action|Adventure|Thriller,118615,9360.0
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229,9434.0
1501,Keys to Tulsa (1997),Crime,116762,118991.0
1502,Kissed (1996),Drama|Romance,116783,21626.0
1503,8 Heads in a Duffel Bag (1997),Comedy,118541,13982.0
1507,Paradise Road (1997),Drama|War,119859,77223.0
1508,Traveller (1997),Drama,120366,31465.0
1509,All Over Me (1997),Drama,118586,12793.0
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance,117050,105763.0
1513,Romy and Michele's High School Reunion (1997),Comedy,120032,9611.0
1515,Volcano (1997),Action|Drama|Thriller,120461,10357.0
1516,Children of the Revolution (1996),Comedy,115886,9977.0
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,118655,816.0
1518,Breakdown (1997),Action|Thriller,118771,2163.0
1519,Broken English (1996),Drama,115760,124680.0
1520,Commandments (1997),Romance,115927,16399.0
1522,Ripe (1996),Drama,117482,124843.0
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,120383,31017.0
1524,"Turning, The (1992)",Drama,105660,24645.0
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,120479,49478.0
1526,Fathers' Day (1997),Comedy,119109,12499.0
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,119116,18.0
1528,Intimate Relations (1996),Comedy,116643,68545.0
1529,Nowhere (1997),Comedy|Drama,119809,1811.0
1531,Losing Chase (1996),Drama,116920,109614.0
1533,"Promise, The (La promesse) (1996)",Drama,117398,24183.0
1534,"Bonheur, Le (1965)",Drama,58985,53023.0
1535,Love! Valour! Compassion! (1997),Drama|Romance,119578,64802.0
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,117615,11239.0
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children,120087,50850.0
1539,Twin Town (1997),Comedy|Crime,120394,15321.0
1541,Addicted to Love (1997),Comedy|Romance,118556,2058.0
1542,Brassed Off (1996),Comedy|Drama|Romance,115744,9450.0
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,119567,330.0
1545,Ponette (1996),Drama,117359,38523.0
1546,Schizopolis (1996),Comedy,117561,16375.0
1547,Shiloh (1997),Children|Drama,120118,33660.0
1548,"War at Home, The (1996)",Drama,118117,59232.0
1549,Rough Magic (1995),Drama|Romance,114303,45671.0
1550,Trial and Error (1997),Comedy|Romance,120373,17770.0
